country,ign,team_name_full,shorthand,standings,role,agent_1,agent_2,agent_3,maps,k,d,a,kd,kda,acs_per_map,k_per_map,d_per_map,a_per_map,language_1,language_2,language_3
United Arab Emirates,kiss,JFT Esports,JFT,1,Smoker,Omen,Jett,Viper,22,316,310,157,1.01,1.52,207,14.3,14,7.1,English,Arabic,NaN
Australia,Dasani,Koopa Troopas,KTS,9,Entry,Breach,Jett,Phoenix,8,120,129,40,0.93,1.24,207,15,16.1,5,English,NaN,NaN
Australia,M1kE,BOBO,BOBO,5,Anchor,Killjoy,Cypher,Viper,15,221,210,79,1.05,1.42,203,14.7,14,5.2,English,NaN,NaN
Australia,JAWSY,Rub n' Pug,RNP,7,Smoker,Omen,Astra,Viper,14,222,221,111,1,1.5,202,15.8,15.7,7.9,English,NaN,NaN
International,JiYn,Wolf Pack,WP,12,Anchor,Gekko,Deadlock,Killjoy,7,107,110,37,0.97,1.3,201,15.2,15.7,5.2,English,NaN,NaN
New Zealand,RESLYDE,Peace & Love,PL,9,Entry,Sova,Raze,Reyna,12,191,210,62,0.9,1.2,199,15.9,17.5,5.1,English,Maori,NaN
Afghanistan,Esuh,Peace & Love,PL,9,Flash,Killjoy,Skye,Gekko,5,65,72,37,0.9,1.41,199,13,14.4,7.4,English,Persian,Pashto
Australia,Bonobo,FOCUSGG,FOC,3,Entry,Raze,Jett,Neon,19,288,294,58,0.97,1.17,199,15.1,15.4,3,English,NaN,NaN
Australia,AMNESTY,Rub n' Pug,RNP,7,Recon,Sova,Gekko,Deadlock,14,212,210,96,1,1.46,199,15.1,15,6.8,English,NaN,NaN
Australia,azoh,EDGE,EDGE,7,Recon,Sova,Gekko,Deadlock,19,258,268,146,0.96,1.5,198,13.5,14.1,7.6,English,NaN,NaN
Australia,Yuji,Xu Gang,XG,12,Anchor,Killjoy,Cypher,NaN,7,92,118,24,0.77,0.98,196,13.1,16.8,3.4,English,NaN,NaN
New Zealand,MaiShiu,FOCUSGG,FOC,3,Recon,Fade,Sova,NaN,19,266,273,126,0.97,1.43,196,14,14.3,6.6,English,Maori,NaN
New Zealand,signed,JiJieHao BONK,JJH,4,Recon,Sova,Viper,Gekko,19,281,244,115,1.15,1.62,195,14.7,12.8,6,English,Maori,NaN
Philippines,RAMEN,JFT Esports,JFT,1,Anchor,Killjoy,Cypher,Gekko,24,337,292,112,1.15,1.53,193,14,12.1,4.6,English,Filipino,NaN
Australia,Nozz,BOBO,BOBO,5,Smoker,Omen,Viper,Fade,15,213,209,117,1.01,1.57,193,14.2,13.9,7.8,English,NaN,NaN
Australia,phi,iPGN,iPGN,5,Flash,Breach,Gekko,KAY/O,18,254,262,148,0.96,1.53,192,14.1,14.5,8.2,English,NaN,NaN
Australia,maine,iPGN,iPGN,5,Lurker,Omen,Viper,Yoru,20,263,298,142,0.88,1.35,192,13.1,14.9,7.1,English,NaN,NaN
Australia,Myth,FOCUSGG,FOC,3,Smoker,Omen,Brimstone,Sage,19,269,272,185,0.98,1.66,192,14.1,14.3,9.7,English,NaN,NaN
International,glaive,Corn Dawgs,CD,15,Entry,Raze,Jett,NaN,2,28,41,5,0.68,0.8,191,14,20.5,2.5,English,NaN,NaN
Australia,brock,Koopa Troopas,KTS,9,Recon,Sova,Fade,Skye,8,114,129,60,0.88,1.34,190,14.2,16.1,7.5,English,NaN,NaN
New Zealand,BiggieCheese,ARENA Internet Cafe,AIC,2,Smoker,KAY/O,Astra,Viper,18,238,268,132,0.88,1.38,187,13.2,14.8,7.3,English,Maori,NaN
Australia,Lazy,Peace & Love,PL,9,Smoker,Omen,Viper,Brimstone,11,151,209,102,0.72,1.21,185,13.7,19,9.2,English,NaN,NaN
Iran,Blessed,FOCUSGG,FOC,3,Flash,Viper,Gekko,KAY/O,19,255,286,156,0.89,1.43,184,13.4,15,8.2,English,Persian,NaN
Australia,WATER,Peace & Love,PL,9,Entry,Phoenix,Reyna,Jett,12,178,214,51,0.83,1.07,184,14.8,17.8,4.2,English,NaN,NaN
Australia,McKinley,ARENA Internet Cafe,AIC,2,Recon,Sova,Skye,NaN,18,230,243,122,0.94,1.44,183,12.7,13.5,6.7,English,NaN,NaN
Australia,rossi,Wolf Pack,WP,12,Entry,Raze,Jett,NaN,7,87,121,24,0.71,0.91,183,12.4,17.2,3.4,English,NaN,NaN
International,spartabang,Xu Gang,XG,12,Flash,Breach,KAY/O,NaN,7,88,111,59,0.79,1.32,182,12.5,15.8,8.4,English,NaN,NaN
Pakistan,Strame,EDGE,EDGE,7,Anchor,Cypher,Sova,Viper,6,84,81,23,1.03,1.32,180,14,13.5,3.8,English,Urdu,NaN
Australia,exempt,Rub n' Pug,RNP,7,Recon,KAY/O,Gekko,Sova,14,177,205,152,0.86,1.6,177,12.6,14.6,10.8,English,NaN,NaN
Australia,Art,Koopa Troopas,KTS,9,Smoker,Omen,Viper,Brimstone,8,106,102,68,1.03,1.7,175,13.2,12.7,8.5,English,NaN,NaN
Australia,Minimise,JiJieHao BONK,JJH,4,Flash,KAY/O,Gekko,Breach,19,243,274,158,0.88,1.46,173,12.7,14.4,8.3,English,NaN,NaN
New Zealand,Noir,Koopa Troopas,KTS,9,Anchor,Killjoy,Harbor,Cypher,8,107,131,55,0.81,1.23,172,13.3,16.3,6.8,English,Maori,NaN
Australia,sommboiii,Wolf Pack,WP,12,Lurker,Killjoy,Omen,Viper,7,90,106,24,0.84,1.07,171,12.8,15.1,3.4,English,NaN,NaN
Australia,kaza,EDGE,EDGE,7,Recon,Sova,Skye,KAY/O,19,221,270,169,0.81,1.44,171,11.6,14.2,8.8,English,NaN,NaN
Australia,Loubert,EDGE,EDGE,7,Lurker,Omen,Killjoy,Cypher,19,221,279,139,0.79,1.29,170,11.6,14.6,7.3,English,NaN,NaN
Australia,BREW,Tiny Turtle Squad,TTS,9,Anchor,Killjoy,Chamber,Brimstone,11,126,160,47,0.78,1.08,168,11.4,14.5,4.2,English,NaN,NaN
Australia,MILKY,ARENA Internet Cafe,AIC,2,Flash,Breach,Omen,Sage,18,214,247,155,0.86,1.49,166,11.8,13.7,8.6,English,NaN,NaN
Australia,R3GEN,Tiny Turtle Squad,TTS,9,Recon,Sova,Gekko,Sage,11,123,165,65,0.74,1.13,165,11.1,15,5.9,English,NaN,NaN
Australia,Hxsh,iPGN,iPGN,5,Anchor,Killjoy,Brimstone,NaN,2,19,28,8,0.67,0.96,164,9.5,14,4,English,NaN,NaN
New Zealand,Wiqzu,Bandits ESC,BNDT,12,Anchor,Cypher,Deadlock,Gekko,7,83,98,21,0.84,1.06,161,11.8,14,3,English,Maori,NaN
Australia,gon,Tiny Turtle Squad,TTS,9,Flash,Breach,Fade,KAY/O,11,126,169,84,0.74,1.24,160,11.4,15.3,7.6,English,NaN,NaN
International,Saitama,Corn Dawgs,CD,15,Smoker,Omen,NaN,NaN,2,25,30,17,0.83,1.4,159,12.5,15,8.5,English,NaN,NaN
Australia,alu,iPGN,iPGN,5,Recon,Fade,Sova,Gekko,20,216,287,135,0.75,1.22,158,10.8,14.3,6.7,English,NaN,NaN
Australia,Zuper,Corn Dawgs,CD,15,Anchor,Cypher,Killjoy,NaN,2,25,32,9,0.78,1.06,154,12.5,16,4.5,English,NaN,NaN
International,Kyun,Wolf Pack,WP,12,Recon,Sova,Skye,Omen,7,70,111,44,0.63,1.02,149,10,15.8,6.2,English,NaN,NaN
International,Shinobu,Xu Gang,XG,12,Smoker,Omen,Viper,NaN,7,69,112,59,0.61,1.14,148,9.8,16,8.4,English,NaN,NaN
South Korea,Dynasty,Xu Gang,XG,12,Recon,Sova,Deadlock,Fade,7,65,113,35,0.57,0.88,147,9.2,16.1,5,English,Korean,NaN
Australia,Don,Corn Dawgs,CD,15,Recon,Sova,Breach,NaN,2,21,32,18,0.65,1.21,147,10.5,16,9,English,NaN,NaN
Australia,Avi,Bandits ESC,BNDT,12,Flash,KAY/O,Breach,Brimstone,7,66,99,65,0.66,1.32,138,9.4,14.1,9.2,English,NaN,NaN
