platformGameId,esportsGameId,tournamentId,teamMapping.18,teamMapping.19,participantMapping.1,participantMapping.2,participantMapping.3,participantMapping.4,participantMapping.5,participantMapping.6,participantMapping.7,participantMapping.8,participantMapping.9,participantMapping.10,teamMapping.16,teamMapping.17,teamMapping.20,teamMapping.21,teamMapping.22
val:c268a92b-9d59-4c7b-9e97-e0233ac1da1a,110445180514934047,110445180514540816,0,105665339248060878,109795063140126742,107769215639766462,107056206425868168,109816688638956485,106230346579238832,106525473804840689,106525472657113092,106525470504910842,107769214556166141,107735295903059952,0,0,105827039633208481,0,0
val:5b7c4d9c-dcda-4979-a152-a08b67073239,110551570692938918,110551570691955817,0,0,106605779275600095,107843040238644584,106605662157742376,107842963466912889,106605614205227119,106525473804840689,106525472657113092,106525470504910842,107769214556166141,107735295903059952,0,0,105665339248060878,105787560411852534,0
val:f7bde4e5-d481-4171-a6ff-a0ceaab30233,110551570692873334,110551570691955817,0,0,108695550169204401,108695555965222493,108695542868559528,108695559262017364,108695564980340715,106651749419114537,106651802407300792,107042219803278491,106652162020663630,106651747523026980,0,0,105830904252954968,108696151689107350,0
val:47f495d4-321b-4bbd-a129-5543af43474b,109999128958856137,109999128956889858,0,0,106724771285467852,106724769775977160,106724767436961366,106605824072688095,107760969753086434,109795063140126742,107769215639766462,107056206425868168,109816688638956485,106230346579238832,0,0,0,105827039633208481,105795137629057449
val:b2943902-dd9b-4162-8532-06b7547b6d28,109711032726168487,109710937834457925,0,0,109794901178650563,107760828736855945,106230370674623216,107760829357934370,109794898623952350,106535378430874709,106532686424986077,106532652856312203,106532684877070738,106532683698754008,0,0,0,107795656627193642,109710990829217937
val:2def7360-77c3-4b06-ab35-ca506695f7bb,110551570692873363,110551570691955817,0,0,109795095271772200,106729738116921244,109795093064956728,110790647283329030,109795086166200353,109795063140126742,107769215639766462,107056206425868168,109816688638956485,106230346579238832,0,0,105827039633208481,105680908693496715,0
val:17ee724a-64cf-4567-b35c-eaf40729ac8c,109974888243505654,109974888242063857,0,0,106116524342027888,109980863936829229,106506447872281272,106116533404804753,106116525718283893,106525489805459472,107769216664661606,108273958835992183,106525538484682825,106664993881319312,0,0,0,105748037960121143,105630080842965451
val:2282bb65-58fd-437b-9806-ef40862fa0d4,109981148950599601,109974888242063857,0,0,106525473804840689,106525472657113092,106525470504910842,107769214556166141,107735295903059952,106116524342027888,107742457169499616,106506447872281272,106116533404804753,106116525718283893,0,0,0,105630080842965451,105665339248060878
val:bd0e60ab-e30d-4d55-8a9c-de3bdc49123b,109999128958856105,109999128956889858,0,0,107760837151547453,107760834954512281,106668560532987448,106668517751420644,106668561394196028,109795063140126742,107769215639766462,107056206425868168,106532935342359144,106230346579238832,0,0,0,105827039633208481,107254601668550883
val:566b74cc-4f6e-4adf-85a2-b4e45d091049,110445180514934065,110445180514540816,0,107795656627193642,109980839435632237,106525490978488340,107769215218413128,107891889389481497,107769215086183858,107926951905638936,106532686424986077,106532652856312203,106532684877070738,106532683698754008,0,0,107772960652844036,0,0
val:91c3ad28-09b0-401f-acc8-546adb0fb762,108517568480220973,108517568479631144,0,0,106525473804840689,106525472657113092,106525470504910842,106732998058142840,106525474853482229,106651651697765967,106651793396690606,106651804162806952,106652797409980789,107735297326632949,0,0,105681061943225763,107772915726436635,0
val:685b9d7e-694c-4ac8-972e-58cdc6f3d758,109999128958856074,109999128956889858,0,0,106724771285467852,106724769775977160,106724767436961366,106605824072688095,107760969753086434,109794898623952350,107760829357934370,106230370674623216,107760828736855945,109816693557586718,0,0,0,109710990829217937,105795137629057449
val:0973f9c1-dbaa-40ad-a1b5-d2451a8cc505,109711032726168438,109710937834457925,0,0,106605634242475474,106230314603135695,106605622159876355,108718263033219961,107842973215786115,106651749419114537,106651802407300792,107042219803278491,106652162020663630,106651747523026980,0,0,0,105830904252954968,105787569021644540
val:b96bb7c1-4448-41ff-a9e3-6f068139833d,108517589895681888,108517568479631144,0,0,107842973093468411,106605794824278260,108329605365228616,106532830107882123,107842973215786115,106532686424986077,106532652856312203,106532684877070738,106535378430874709,106532683698754008,0,0,107795656627193642,106036835321591573,0
val:c6ad541f-097f-4f6c-b845-114a0f472be4,109711032726168475,109710937834457925,0,0,107056171907794810,107056191044293045,106229939974586995,106229950694048376,106732998058142840,106535378430874709,106532686424986077,106532652856312203,106532684877070738,106532683698754008,0,0,0,107795656627193642,106013968992887532
val:59582a38-c65c-4ad1-8c94-a90bcae1cf9c,109711032726168433,109710937834457925,0,0,106525473804840689,106525472657113092,106525470504910842,107769214556166141,107735295903059952,107735297326632949,106651763961975955,106651804162806952,106652153897244072,107723776556509563,0,0,0,107722603442258744,105665339248060878
val:cd1ead12-360e-440e-90d1-59e92121e55b,110445220928937155,110445220928609427,0,105795137629057449,106525473804840689,106525472657113092,106525470504910842,107769214556166141,107735295903059952,106724771285467852,106724769775977160,106724767436961366,106230374904906489,107760969753086434,0,0,105665339248060878,0,0
val:841c4298-9da2-45e1-9fea-a7ad0d07f866,109711321499379868,109711321498527756,106652371451437497,107722603442258744,107735297326632949,106651763961975955,106651804162806952,106652153897244072,107723776556509563,106651779012842654,106651760411992132,106651771010372760,106651772642189389,106652047423889687,0,0,0,0,0
val:1a6999b6-9e27-4097-937a-ff95cd2e5439,109974888243636857,109974888242063857,0,0,106116557437417209,107742456626199444,106116463555917446,106116521073981149,108058714246007482,106525473804840689,106525472657113092,106525470504910842,107769214556166141,107735295903059952,0,0,0,105665339248060878,108058641500699213
val:273de7c3-0541-438e-b663-c8c23767b3e4,108517718726764937,108517718725650809,0,0,106525414942310346,106525416849604559,106525415831916494,106525410665758661,107769216664661606,106525473804840689,106525472657113092,106525470504910842,106732998058142840,106525474853482229,0,0,0,107772915726436635,105665353676229940
val:9ad29eb7-206f-4018-80f2-02aecbc6e4b9,108517718726764926,108517718725650809,0,0,106651651697765967,106651793396690606,106651804162806952,106652797409980789,107735297326632949,106724766365411963,106724769775977160,106724767436961366,106724771285467852,107760969753086434,0,0,0,105795137629057449,105681061943225763
val:8a3881a9-a9fe-4182-b9a1-f2de78b2a910,109981148950599613,109974888242063857,0,0,109980839435632237,106525490978488340,107769215218413128,107891889389481497,107769215086183858,106525473804840689,106525472657113092,106525470504910842,107769214556166141,107735295903059952,0,0,0,105665339248060878,107772960652844036
val:64f7ce7c-b06d-4b13-adad-6192c9ac24c1,108517592557881222,108517568479631144,0,0,107842973093468411,106605794824278260,108329605365228616,106532830107882123,107842973215786115,107729646236781041,107735295903059952,106651771010372760,106651772642189389,106651779012842654,0,0,0,105680908693496715,106036835321591573
val:956e5920-5568-404b-9039-e0443e72472a,109711321499314288,109711321498527756,108241004210065453,105830904252954968,106651749419114537,106651802407300792,107042219803278491,106652162020663630,106651747523026980,107729645884517702,106230236294103708,108209812329558353,107054598846006993,109794592383700732,0,0,0,0,0
val:322f1b38-8abc-4246-b95d-452dd1477ffe,108871629798741449,108871629797692793,0,0,106116525718283893,106506447872281272,106116526654494663,107742457169499616,106116524342027888,106230274512017155,106230271915475632,103537287230111095,107764993888872529,107729646065265994,105680972836508184,105630080842965451,0,0,0
val:a50b4eb5-0822-4dea-9d71-727b59b76676,109974888243571213,109974888242063857,0,0,106525414942310346,106525490978488340,107769215218413128,107891889389481497,107769215086183858,106525489805459472,107769216664661606,108273958835992183,106525538484682825,106664993881319312,0,0,0,105748037960121143,107772960652844036
val:b0f75794-c03d-4c02-9fe2-ca5ba69c859c,109981148950402973,109974888242063857,0,0,106156773024391652,108395376345727088,106489999216559638,109794767669038974,106489985594967563,106116524342027888,107742457169499616,106506447872281272,106116533404804753,106116525718283893,0,0,0,105630080842965451,105788004225594471
val:d9bee3de-f00b-4c76-8358-2a9d2f107968,109711032726168449,109710937834457925,0,0,107056171907794810,107056191044293045,106229939974586995,106229950694048376,106732998058142840,106724769775977160,106724766365411963,106724767436961366,106724771285467852,107760969753086434,0,0,0,105795137629057449,106013968992887532
val:8898f11a-0a32-4653-8d75-6f280cbbb316,109711321499379861,109711321498527756,108241004210065453,105680883461219195,106230224874717841,106651793396690606,106652157508218765,106652155439574920,106230238671593346,107729645884517702,109794592383700732,106230236294103708,107054598846006993,107736272464564718,0,0,0,0,0
val:f8509adb-4639-4151-8a92-408f941c5288,109999128958856097,109999128956889858,0,0,106668475658821122,109795054732626044,106724757750442614,107760836132855837,108276661399055023,106605779275600095,107843040238644584,106605662157742376,107842963466912889,106605614205227119,0,0,105787560411852534,108276637165440022,0
val:dc5b0869-5477-4eeb-bdd0-1a21e286ef00,109974888243636898,109974888242063857,0,0,106156773024391652,108395376345727088,106489999216559638,109794767669038974,106489985594967563,109980839435632237,106525490978488340,107769215218413128,107891889389481497,107769215086183858,0,0,0,107772960652844036,105788004225594471
val:30d08fb6-a9b0-4861-b0cd-504ff831469f,109711321499314225,109711321498527756,106013381894847385,107735185441106189,106651978230682922,107735279244326096,106651885259412708,106651979628500270,109715242138313831,107735300473140442,107042219496476268,106651765774904977,107735305011967206,106651631294239818,0,0,0,0,0
val:dc743ebe-edb9-4562-b94f-09c575bb9b60,109974888243571223,109974888242063857,0,0,106525489805459472,107769216664661606,108273958835992183,106525538484682825,106664993881319312,106156773024391652,108395376345727088,106489999216559638,109794767669038974,106489985594967563,0,0,0,105788004225594471,105748037960121143
val:6066709d-26f8-4947-bd74-c64ff04b92b3,110551570692938998,110551570691955817,0,0,106116440965658227,107742456385056460,106116540451628694,106116492286441131,106507002486193030,109980839435632237,106525490978488340,107769215086183858,107891889389481497,107769215218413128,0,0,107772960652844036,107745125595754895,0
val:c75c0d24-5407-4f1b-a6c1-5c8180486c50,109999128958790449,109999128956889858,0,0,107926951905638936,106532686424986077,106532652856312203,106532684877070738,106532683698754008,106668472978208449,106605693810374153,106525410665758661,106532933054820788,108216304971314133,0,0,0,107019798230895224,107795656627193642
val:da1bbe36-069b-41df-9f84-50ccc923b754,109711321499314244,109711321498527756,106652371451437497,105680972836508184,106652148735956386,106230271915475632,103537287230111095,107764993888872529,109715242341114817,106651779012842654,106651760411992132,106651771010372760,106651772642189389,106652047423889687,0,0,0,0,0
val:19e84c11-bea9-4104-8345-d5bfd90c9913,110445220928937145,110445220928609427,0,107772960652844036,106652148735956386,106230271915475632,103537287230111095,107764993888872529,109715242341114817,109980839435632237,106525490978488340,107769215218413128,107891889389481497,107769215086183858,0,0,105680972836508184,0,0
val:dd155b2e-2b57-4d42-8d1b-f92c15efb9a5,109998160289015818,109711321498527756,105680972836508184,105680883461219195,106230224874717841,106651793396690606,106652157508218765,106652155439574920,106230238671593346,106652148735956386,106230271915475632,103537287230111095,107764993888872529,109715242341114817,0,0,0,0,0
val:12d2d7b1-6521-45ad-8daa-a4bfd43844ce,109974888243571254,109974888242063857,0,0,106156773024391652,108395376345727088,106489999216559638,109794767669038974,106489985594967563,106116524342027888,107742457169499616,106506447872281272,106116533404804753,106116525718283893,0,0,0,105630080842965451,105788004225594471
val:9216933a-d05f-440f-ab1d-a5a5af65cf93,109999128958856114,109999128956889858,0,0,109794898623952350,107760828736855945,106230370674623216,109794901178650563,107760829357934370,107760837151547453,107760834954512281,106668560532987448,106668517751420644,106668561394196028,0,0,0,107254601668550883,109710990829217937
val:b89bf701-1363-421d-bd18-335fa15a06fe,108871629798675842,108871629797692793,0,0,106724766365411963,106724769775977160,106724767436961366,106724771285467852,107760969753086434,108695550169204401,108695555965222493,108695542868559528,108695559262017364,108695564980340715,108696151689107350,105795137629057449,0,0,0
val:1bb55ce7-b57e-497e-a071-6d0cd134bc3e,108871676165986735,108871629797692793,107795656627193642,105680972836508184,106230274512017155,106230271915475632,103537287230111095,107764993888872529,107729646065265994,106532686424986077,106532652856312203,106532684877070738,106535378430874709,106532683698754008,0,0,0,0,0
val:56458ec0-8824-498f-b5a1-c3b32d5ac81a,109711321499379846,109711321498527756,106013381894847385,105830904252954968,106651749419114537,106651802407300792,107042219803278491,106652162020663630,106651747523026980,107735300473140442,107042219496476268,106651765774904977,107735305011967206,106651631294239818,0,0,0,0,0
val:bafaa9b0-b53b-4fa7-9b26-bb254ef165cc,109711032726168470,109710937834457925,0,0,107729645884517702,109794592383700732,106230236294103708,107054598846006993,107736272464564718,106116440965658227,107742456385056460,106116540451628694,106116492286441131,106507002486193030,0,0,0,107745125595754895,108241004210065453
val:6b04d50e-995b-4870-bc60-d0e8d665304d,109974888243571281,109974888242063857,0,0,106156773024391652,108395376345727088,106489999216559638,109794767669038974,106489985594967563,106229920360816436,99566407765334300,106525415831916494,106525416849604559,106507078369536452,0,0,0,105665869861005803,105788004225594471
val:fef15b98-5d1c-4132-ab45-89948a71d26f,110551570692938918,110551570691955817,0,0,106605779275600095,107843040238644584,106605662157742376,107842963466912889,106605614205227119,106525473804840689,106525472657113092,106525470504910842,107769214556166141,107735295903059952,0,0,105665339248060878,105787560411852534,0
val:f92b23f7-5411-4e0f-8269-5da1a6352afe,108871629798741404,108871629797692793,0,0,106116440965658227,99566407765334300,106116540451628694,106116492286441131,106507078369536452,106525473804840689,106525472657113092,106525470504910842,106525474853482229,106732998058142840,107772915726436635,107745125595754895,0,0,0
val:f7b30247-e91d-43c8-bf12-b6c3fbb69766,109999128958856068,109999128956889858,0,0,109795063140126742,107769215639766462,107056206425868168,106532935342359144,106230346579238832,106724771285467852,106724769775977160,106724767436961366,106605824072688095,107760969753086434,0,0,0,105795137629057449,105827039633208481
val:db6a42d4-68b7-4608-b478-4f6c019c4306,110445180514934057,110445180514540816,0,107795656627193642,110512805928988159,108695547619985069,106724776552530645,110512800115092977,110512804282855007,107926951905638936,106532686424986077,106532652856312203,106532684877070738,106532683698754008,0,0,110467852803694749,0,0
val:ba3d8d9c-3817-4eb6-a12a-f8ce234caa5f,109711321499314196,109711321498527756,105720659034682989,107735185441106189,106651978230682922,107735279244326096,106651885259412708,109715242138313831,106651979628500270,106651830913232582,106651844850933902,106651939810727172,106651824037159030,106651846714581139,0,0,0,0,0
val:3be5d0c2-0083-4c63-bbab-8ad0cae3f8a7,108871676165921184,108871629797692793,105665353676229940,0,106525414942310346,106525416849604559,106525415831916494,106525410665758661,107769216664661606,106525473804840689,106525472657113092,106525470504910842,106525474853482229,106732998058142840,0,107772915726436635,0,0,0
val:19eb63d5-c5fa-47c8-8df2-8a779c7167cc,109999128958856150,109999128956889858,0,0,109795063140126742,107769215639766462,107056206425868168,109816688638956485,106230346579238832,106605779275600095,107843040238644584,106605662157742376,107842963466912889,106605614205227119,0,0,0,105787560411852534,105827039633208481
val:3fd89637-38bc-4516-9f63-2f761cd76c51,109999128958856069,109999128956889858,0,0,109795063140126742,107769215639766462,107056206425868168,109816688638956485,106230346579238832,106724771285467852,106724769775977160,106724767436961366,106724766365411963,107760969753086434,0,0,0,105795137629057449,105827039633208481
val:27d6845f-37a3-48b3-b56a-e61af73e8fd2,109999128958856153,109999128956889858,0,0,109795063140126742,107769215639766462,107056206425868168,109816688638956485,106230346579238832,107786690677632484,108329605365228616,106532640888279481,106532650225238403,106535376300475294,0,0,0,105665378258561492,105827039633208481
val:9d0453f2-513e-44a2-99a0-a313d41950fa,109999128958790424,109999128956889858,0,0,106668475658821122,109795054732626044,106724757750442614,107760836132855837,108276661399055023,106605634242475474,106230314603135695,106605622159876355,108718263033219961,107842973215786115,0,0,0,105787569021644540,108276637165440022
val:8497bf97-8793-45e8-bcb8-91f3b08f16a6,109711032726168477,109710937834457925,0,0,106525414942310346,106525490978488340,107769215218413128,107891889389481497,107769215086183858,109794901178650563,107760828736855945,106230370674623216,107760829357934370,109794898623952350,0,0,0,109710990829217937,107772960652844036
val:9031dc5c-29fe-4a28-8545-674214d431e7,108517568480220987,108517568479631144,0,0,106525473804840689,106525472657113092,106525470504910842,106732998058142840,106525474853482229,106116440965658227,99566407765334300,106116540451628694,106116492286441131,106507078369536452,0,0,0,107745125595754895,107772915726436635
val:6a702bf4-2153-4306-acbd-aa41b9309663,108871676165921186,108871629797692793,105680908693496715,105788004225594471,106490001132942692,108395376345727088,106489999216559638,106489997517407761,106489985594967563,106652047423889687,107735295903059952,106651771010372760,106651772642189389,106651779012842654,0,0,0,0,0
val:29dc8353-0d6e-4ba1-876f-fe41df53b8e3,109711032720270188,109710937834457925,0,0,106651779012842654,106651760411992132,106651771010372760,106651772642189389,106652047423889687,106652148735956386,106230271915475632,103537287230111095,107764993888872529,109715242341114817,0,0,0,105680972836508184,106652371451437497
val:19ffe11d-8f7d-4a59-aa71-7e7b07de0b9e,109711032726168482,109710937834457925,0,0,106116440965658227,107742456385056460,106116540451628694,106116492286441131,106507002486193030,106525473804840689,106525472657113092,106525470504910842,107769214556166141,107735295903059952,0,0,0,105665339248060878,107745125595754895
val:3e039aca-a653-4f83-b7ea-3ce698468d6c,108517589895681892,108517568479631144,0,0,106532686424986077,106532652856312203,106532684877070738,106535378430874709,106532683698754008,107729646236781041,107735295903059952,106651771010372760,106651772642189389,106651779012842654,0,0,0,105680908693496715,107795656627193642
val:49a38df8-386a-41b5-833d-b9f6d45d2716,110551570692873342,110551570691955817,0,0,106651749419114537,106651802407300792,107042219803278491,106652162020663630,106651747523026980,106172884274766485,106172926875591321,106490001132942692,106156791842474396,106156788001006057,0,0,105623681847525855,105830904252954968,0
val:ddacfaf5-8328-4cd2-ae14-305b3c90f2db,109999128958856156,109999128956889858,0,0,109795063140126742,107769215639766462,107056206425868168,109816688638956485,106230346579238832,106535378430874709,106532686424986077,106532652856312203,106532684877070738,106532683698754008,0,0,0,107795656627193642,105827039633208481
val:f0304c85-a8a0-4ea5-9861-162beacb851e,110445180514934038,110445180514540816,0,105665339248060878,106651779012842654,106651760411992132,106651771010372760,106651772642189389,106652047423889687,106525473804840689,106525472657113092,106525470504910842,107769214556166141,107735295903059952,0,0,106652371451437497,0,0
val:3bad3fe7-6490-4a8b-ba5e-ba5bb0f467b7,110551570692873339,110551570691955817,0,0,106724771285467852,106724769775977160,106724767436961366,106605824072688095,107760969753086434,108695550169204401,108695555965222493,108695542868559528,108695559262017364,108695564980340715,0,0,108696151689107350,105795137629057449,0
val:c4c7a42c-c5ff-47ed-9a85-af2b24a29bba,109981148950599602,109974888242063857,0,0,106116524342027888,107742457169499616,106506447872281272,106116533404804753,106116525718283893,106525473804840689,106525472657113092,106525470504910842,107769214556166141,107735295903059952,0,0,0,105665339248060878,105630080842965451
val:7132811b-1301-47c5-bb72-b72a8bcbfa94,109999128958790420,109999128956889858,0,0,106724766365411963,106724769775977160,106724767436961366,106724771285467852,107760969753086434,106605634242475474,106230314603135695,106605622159876355,108718263033219961,107842973215786115,0,0,0,105787569021644540,105795137629057449
val:81981062-6270-4434-b677-7da37cb03979,110445220928937162,110445220928609427,0,105795137629057449,109980839435632237,106525490978488340,107769215218413128,107891889389481497,107769215086183858,106724771285467852,106724769775977160,106724767436961366,106230374904906489,107760969753086434,0,0,107772960652844036,0,0
val:26bdebad-b90c-4f6d-8c77-e9952f6d6e6d,109999128958790437,109999128956889858,0,0,107760837151547453,107760834954512281,106668560532987448,106668517751420644,106668561394196028,106605634242475474,106230314603135695,106605660674445443,108718263033219961,107842973215786115,0,0,0,105787569021644540,107254601668550883
val:02647504-5c58-4448-a9ab-d1cfc9e84d83,109974888243636889,109974888242063857,0,0,106156773024391652,108395376345727088,106489999216559638,109794767669038974,106489985594967563,107056171907794810,107056191044293045,110060008637724022,106229950694048376,110060010341614487,0,0,0,106013968992887532,105788004225594471
val:fa15fc45-14e7-4818-a610-573cd36398c9,109711321499314213,109711321498527756,106652371451437497,107735185441106189,106651978230682922,107735279244326096,106651885259412708,106651979628500270,109715242138313831,106651779012842654,106651760411992132,106651771010372760,106651772642189389,106652047423889687,0,0,0,0,0
val:c69a1a9e-3659-407a-adab-28c83091a541,110551570692938919,110551570691955817,0,0,106605779275600095,107843040238644584,106605662157742376,107842963466912889,106605614205227119,106525473804840689,106525472657113092,106525470504910842,107769214556166141,107735295903059952,0,0,105665339248060878,105787560411852534,0
val:879d849d-115e-4dfa-ac55-73cd5fbb9162,108871629798741405,108871629797692793,0,0,106116440965658227,99566407765334300,106116540451628694,106116492286441131,106507078369536452,106525473804840689,106525472657113092,106525470504910842,106525474853482229,106732998058142840,107772915726436635,107745125595754895,0,0,0
val:1a800fe0-37ce-4449-a89e-0c066edc5ea2,108871629798675852,108871629797692793,0,0,106651780552777811,106230238671593346,106230236294103708,107054598846006993,106230224874717841,108695550169204401,108695555965222493,108695542868559528,108695559262017364,108695547619985069,108696151689107350,105680883461219195,0,0,0
val:7b598611-9856-42d7-8df5-6f764dc56b5b,109999128958790456,109999128956889858,0,0,107926951905638936,106532686424986077,106532652856312203,106532684877070738,106532683698754008,106668475658821122,109795054732626044,106724757750442614,107760836132855837,108276661399055023,0,0,0,108276637165440022,107795656627193642
val:0903dcdd-482e-4d5f-b63b-29b064510d8f,109711321499379877,109711321498527756,105680883461219195,107722603442258744,107735297326632949,106651763961975955,106651804162806952,106652153897244072,107723776556509563,106230224874717841,106651793396690606,106652157508218765,106652155439574920,106230238671593346,0,0,0,0,0
val:df6c5e1e-1dfe-4dbe-8dc1-966a477c61fe,109999128958790496,109999128956889858,0,0,107760837151547453,107760834954512281,106668560532987448,106668517751420644,106668561394196028,107786690677632484,108329605365228616,106532640888279481,106532836263981380,106535376300475294,0,0,0,105665378258561492,107254601668550883
val:619e9f83-06a5-442d-81c4-3716bfa4f756,108871676165921187,108871629797692793,105680908693496715,105788004225594471,106490001132942692,108395376345727088,106489999216559638,106489997517407761,106489985594967563,106652047423889687,107735295903059952,106651771010372760,106651772642189389,106651779012842654,0,0,0,0,0
